Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Best_Selling_Region,Best_Selling_Region_Sales_Ratio,Platform_Sales_Contribution
Wizardry VII: Gadeia no Houshu,PS,1995.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.14,0.01,0.15,,,,,,,Japan,0.9333333333333335,0.00020621107765909184
ReCore,XOne,2016.0,Action,Microsoft Game Studios,0.08,0.05,0.0,0.01,0.15,63.0,75.0,6.6,445.0,"Armature Studio, comcept",T,North-America,0.5333333333333333,0.0009407927747114902
Soldier of Fortune: Payback,PS3,2007.0,Shooter,Activision,0.12,0.02,0.0,0.01,0.15,50.0,14.0,5.4,13.0,Cauldron Ltd.,M,North-America,0.8,0.00016109112387907427
F1 2012,PC,2012.0,Racing,Codemasters,0.01,0.11,0.0,0.02,0.15,80.0,15.0,6.9,115.0,Codemasters,E,Europe,0.7333333333333334,0.0005854572421060849
Elf: The Movie,GBA,2004.0,Action,Crave Entertainment,0.1,0.04,0.0,0.0,0.15,,,tbd,,Human Soft,E,North-America,0.6666666666666667,0.0004908055755513382
MLB SlugFest 20-03,GC,2002.0,Sports,Midway Games,0.11,0.03,0.0,0.0,0.15,80.0,10.0,7.5,4.0,Gratuitous Games,E,North-America,0.7333333333333334,0.0007608805924723547
Tiger Woods PGA Tour,DS,2004.0,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.14,64.0,21.0,7.4,7.0,Sensory Sweep,E,North-America,0.9285714285714285,0.00017418784915332265
Tamagotchi no Appare! Niji Venture,DS,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,,,,,,,Japan,1.0,0.00017418784915332265
Ultimate Board Game Collection,Wii,2007.0,Misc,Xplosiv,0.13,0.0,0.0,0.01,0.14,,,tbd,,Jack of All Games,E,North-America,0.9285714285714285,0.0001569964339381434
Grabbed by the Ghoulies,XB,2003.0,Action,Microsoft Game Studios,0.11,0.03,0.0,0.01,0.14,66.0,42.0,7.3,28.0,Rare Ltd.,E,North-America,0.7857142857142857,0.0005553572136935222
Cars: Mater-National Championship,X360,2007.0,Racing,THQ,0.13,0.0,0.0,0.01,0.14,58.0,9.0,7.8,6.0,Rainbow Studios,E,North-America,0.9285714285714285,0.00014562248411154684
Shadow Hearts: From The New World,PS2,2005.0,Role-Playing,Ghostlight,0.07,0.06,0.0,0.02,0.14,76.0,42.0,8.2,33.0,Nautilus,T,North-America,0.5,0.00011350185656608241
Rayman Raving Rabbids,DS,2007.0,Misc,Ubisoft,0.13,0.01,0.0,0.01,0.14,56.0,13.0,6.1,8.0,Ubisoft Bulgaria,E,North-America,0.9285714285714285,0.00017418784915332265
Terraria,PC,2011.0,Action,Unknown,0.0,0.13,0.0,0.01,0.14,83.0,29.0,8.5,1613.0,Re-Logic,T,Europe,0.9285714285714285,0.0005464267592990126
Derby Stallion Gold,3DS,2014.0,Sports,Kadokawa Shoten,0.0,0.0,0.14,0.0,0.14,,,,,,,Japan,1.0,0.0005428039702233251
CSI: 3 Dimensions of Murder,PS2,2007.0,Adventure,Ubisoft,0.07,0.06,0.0,0.02,0.14,,,tbd,,Ubisoft Bulgaria,M,North-America,0.5,0.00011350185656608241
Barbarian,PS2,2002.0,Fighting,Titus,0.07,0.06,0.0,0.02,0.14,63.0,22.0,tbd,,Saffire,T,North-America,0.5,0.00011350185656608241
Tennis no Oji-Sama: Aim at The Victory!,GBA,2002.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,,,,,,,Japan,1.0,0.00045808520384791576
L.A. Rush,XB,2005.0,Racing,Midway Games,0.11,0.03,0.0,0.01,0.14,59.0,36.0,3,4.0,Midway,T,North-America,0.7857142857142857,0.0005553572136935222
Rubik's World,Wii,2008.0,Puzzle,Game Factory,0.12,0.01,0.0,0.01,0.14,64.0,9.0,tbd,,Two Tribes,E,North-America,0.857142857142857,0.0001569964339381434
Record of Agarest War 2,PS3,2010.0,Role-Playing,Compile Heart,0.09,0.0,0.04,0.01,0.14,56.0,6.0,7.2,36.0,"Idea Factory, Compile Heart",T,North-America,0.6428571428571428,0.00015035171562046933
QuickSpot,DS,2006.0,Misc,Namco Bandai Games,0.01,0.0,0.13,0.0,0.14,68.0,18.0,tbd,,Namco,E10+,Japan,0.9285714285714285,0.00017418784915332265
"Lunar 2: Eternal Blue(sales, but wrong system)",GEN,1994.0,Role-Playing,Game Arts,0.0,0.0,0.14,0.0,0.14,,,,,,,Japan,1.0,0.004936530324400565
Pipe Dreams 3D,PS,2001.0,Puzzle,Empire Interactive,0.08,0.05,0.0,0.01,0.14,,,tbd,,Sick Puppies,E,North-America,0.5714285714285714,0.0001924636724818191
Skylanders Giants,3DS,2012.0,Action,Activision,0.12,0.01,0.0,0.01,0.14,59.0,9.0,5,13.0,n-Space,E10+,North-America,0.857142857142857,0.0005428039702233251
Spider-Man: Friend or Foe,Wii,2007.0,Action,Activision,0.13,0.0,0.0,0.01,0.14,59.0,29.0,8,6.0,Next Level Games,E10+,North-America,0.9285714285714285,0.0001569964339381434
Fox Sports Golf '99,PS,1997.0,Sports,Gremlin Interactive Ltd,0.08,0.05,0.0,0.01,0.14,,,,,,,North-America,0.5714285714285714,0.0001924636724818191
Power Rangers: Super Legends,PS2,2007.0,Action,Disney Interactive Studios,0.07,0.06,0.0,0.02,0.14,,,3,5.0,Artificial Mind and Movement,E10+,North-America,0.5,0.00011350185656608241
Jurassic: The Hunted,PS2,2009.0,Shooter,Activision,0.07,0.06,0.0,0.02,0.14,,,tbd,,Activision,T,North-America,0.5,0.00011350185656608241
Sakura Wars GB,GB,2000.0,Adventure,Media Factory,0.0,0.0,0.14,0.0,0.14,,,,,,,Japan,1.0,0.0005502712050939392
Shining Force CD,SCD,1994.0,Strategy,Sega,0.0,0.0,0.14,0.0,0.14,,,,,,,Japan,1.0,0.07486631016042782
Fatal Frame,PS2,2001.0,Action,Wanadoo,0.07,0.06,0.0,0.02,0.14,74.0,22.0,8.9,72.0,Tecmo,T,North-America,0.5,0.00011350185656608241
Rayman 3,GBA,2003.0,Platform,Ubisoft,0.1,0.04,0.0,0.0,0.14,83.0,21.0,7.8,8.0,Ubisoft,E,North-America,0.7142857142857143,0.00045808520384791576
The Fifth Element,PS,1998.0,Action,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,,,,,,,North-America,0.5714285714285714,0.0001924636724818191
BlazBlue: Chrono Phantasma Extend,PS4,2015.0,Action,PQube,0.07,0.03,0.02,0.02,0.14,80.0,10.0,7.7,31.0,Arc System Works,T,North-America,0.5,0.00044553352639786146
Okaeri! Chibi-Robo! Happy Richie Oosouji,DS,2009.0,Adventure,Nintendo,0.0,0.0,0.14,0.0,0.14,,,,,,,Japan,1.0,0.00017418784915332265
Wild ARMs 4,PS2,2005.0,Role-Playing,505 Games,0.07,0.06,0.0,0.02,0.14,69.0,38.0,7.3,17.0,Media Vision,T,North-America,0.5,0.00011350185656608241
Ratatouille,GC,2007.0,Action,THQ,0.11,0.03,0.0,0.0,0.14,60.0,7.0,5.6,7.0,Asobo Studio,E,North-America,0.7857142857142857,0.0007101552196408645
G.I. Joe: The Rise of Cobra,PS2,2009.0,Action,Electronic Arts,0.11,0.0,0.0,0.03,0.14,50.0,4.0,2.3,6.0,Double Helix Games,T,North-America,0.7857142857142857,0.00011350185656608241
Casper: Spirit Dimensions,PS2,2001.0,Platform,TDK Mediactive,0.07,0.05,0.0,0.02,0.14,58.0,7.0,3.5,6.0,Lucky Chicken,E,North-America,0.5,0.00011350185656608241
Super Robot Taisen OG Saga: Endless Frontier (JP sales),DS,2008.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,,,,,,,Japan,1.0,0.00017418784915332265
Sengoku Musou 3 Empires,PS3,2011.0,Action,Tecmo Koei,0.0,0.0,0.14,0.0,0.14,,,,,,,Japan,1.0,0.00015035171562046933
Thunder Truck Rally,PS,1997.0,Racing,Psygnosis,0.08,0.05,0.0,0.01,0.14,,,,,,,North-America,0.5714285714285714,0.0001924636724818191
Klonoa: Empire of Dreams,GBA,2001.0,Platform,Infogrames,0.1,0.04,0.0,0.0,0.14,,,,,,,North-America,0.7142857142857143,0.00045808520384791576
SafeCracker: The Ultimate Puzzle Adventure,DS,2009.0,Puzzle,The Adventure Company,0.07,0.06,0.0,0.01,0.14,43.0,4.0,tbd,,Firehazard Studio,E,North-America,0.5,0.00017418784915332265
Geometry Wars: Galaxies,DS,2007.0,Shooter,Vivendi Games,0.13,0.0,0.0,0.01,0.14,79.0,36.0,7.9,26.0,Kuju Entertainment,E,North-America,0.9285714285714285,0.00017418784915332265
Famista Returns,3DS,2015.0,Sports,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,,,,,,,Japan,1.0,0.0005428039702233251
Syndicate,PS3,2012.0,Shooter,EA Games,0.07,0.06,0.0,0.02,0.14,75.0,29.0,6.5,106.0,Starbreeze,M,North-America,0.5,0.00015035171562046933
Adrenalin Misfits,X360,2010.0,Racing,Konami Digital Entertainment,0.12,0.02,0.0,0.01,0.14,50.0,32.0,tbd,,Konami,E,North-America,0.857142857142857,0.00014562248411154684
Karaoke Revolution Glee: Volume 3,X360,2011.0,Misc,Konami Digital Entertainment,0.13,0.0,0.0,0.01,0.14,,,tbd,,Hijinx Studios,T,North-America,0.9285714285714285,0.00014562248411154684
Cave Story 3D,3DS,2011.0,Platform,Nippon Ichi Software,0.09,0.03,0.01,0.01,0.14,82.0,29.0,7.7,72.0,Nicalis,E10+,North-America,0.6428571428571428,0.0005428039702233251
Iron & Blood,PS,1996.0,Fighting,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,,,,,,,North-America,0.5714285714285714,0.0001924636724818191
Mega Man Powered Up,PSP,2006.0,Platform,Capcom,0.12,0.01,0.0,0.02,0.14,82.0,28.0,7.5,36.0,Capcom,E,North-America,0.857142857142857,0.0004831084578487871
Balloon Pop,DS,2009.0,Puzzle,UFO Interactive,0.13,0.0,0.0,0.01,0.14,,,tbd,,Tommo,E,North-America,0.9285714285714285,0.00017418784915332265
Class of Heroes,PSP,2008.0,Role-Playing,Acquire,0.06,0.0,0.08,0.01,0.14,61.0,12.0,7.1,12.0,Zerodiv,T,Japan,0.5714285714285714,0.0004831084578487871
Second Sight,PS2,2004.0,Adventure,Codemasters,0.07,0.05,0.0,0.02,0.14,76.0,48.0,8,23.0,Free Radical Design,T,North-America,0.5,0.00011350185656608241
Heroes of Mana,DS,2007.0,Strategy,Square Enix,0.07,0.01,0.05,0.01,0.14,66.0,32.0,tbd,,Brownie Brown,E10+,North-America,0.5,0.00017418784915332265
Alien: Isolation,PC,2014.0,Shooter,Sega,0.0,0.14,0.0,0.01,0.14,81.0,41.0,8.4,1588.0,Creative Assembly,M,Europe,1.0,0.0005464267592990126
G.I. Joe: The Rise of Cobra,PSP,2009.0,Action,Electronic Arts,0.11,0.02,0.0,0.02,0.14,,,tbd,,Double Helix Games,T,North-America,0.7857142857142857,0.0004831084578487871
Just Cause 3,PC,2015.0,Action,Square Enix,0.03,0.11,0.0,0.01,0.14,74.0,50.0,5.3,529.0,Avalanche Studios,M,Europe,0.7857142857142857,0.0005464267592990126
Monster House,PS2,2006.0,Adventure,THQ,0.07,0.05,0.0,0.02,0.14,59.0,27.0,tbd,,Artificial Mind and Movement,E10+,North-America,0.5,0.00011350185656608241
Phantom Brave,PS2,2004.0,Role-Playing,Tecmo Koei,0.07,0.05,0.0,0.02,0.14,81.0,40.0,7.9,22.0,Nippon Ichi Software,T,North-America,0.5,0.00011350185656608241
Thor: God of Thunder,X360,2011.0,Action,Sega,0.09,0.04,0.0,0.01,0.14,38.0,40.0,5.7,22.0,Liquid Entertainment,T,North-America,0.6428571428571428,0.00014562248411154684
Championship Motocross 2001 featuring Ricky Carmichael,PS,2001.0,Racing,THQ,0.08,0.05,0.0,0.01,0.14,70.0,8.0,tbd,,Funcom,T,North-America,0.5714285714285714,0.0001924636724818191
Kenka Banchou 5: Otoko no Housoku,PSP,2011.0,Action,Spike,0.0,0.0,0.14,0.0,0.14,,,,,,,Japan,1.0,0.0004831084578487871
Doshin the Giant,GC,2002.0,Simulation,Nintendo,0.0,0.0,0.14,0.0,0.14,,,,,,,Japan,1.0,0.0007101552196408645
Star Ocean: Blue Sphere,GB,2001.0,Role-Playing,Enix Corporation,0.0,0.0,0.14,0.0,0.14,,,,,,,Japan,1.0,0.0005502712050939392
Shrek 2 and Shark Tale 2-in-1 Pack,GBA,2005.0,Misc,Activision,0.1,0.04,0.0,0.0,0.14,,,,,,,North-America,0.7142857142857143,0.00045808520384791576
Mojo!,PS2,2003.0,Puzzle,Mindscape,0.07,0.05,0.0,0.02,0.14,,,,,,,North-America,0.5,0.00011350185656608241
Kamen Rider Ryuki,PS,2002.0,Action,Namco Bandai Games,0.0,0.0,0.13,0.01,0.14,,,,,,,Japan,0.9285714285714285,0.0001924636724818191
Front Mission Alternative,PS,1997.0,Strategy,SquareSoft,0.0,0.0,0.13,0.01,0.14,,,,,,,Japan,0.9285714285714285,0.0001924636724818191
World Championship Poker: Howard Lederer - All In,PSP,2006.0,Misc,505 Games,0.13,0.0,0.0,0.01,0.14,,,,,,,North-America,0.9285714285714285,0.0004831084578487871
FIFA Soccer 2005,GC,2004.0,Sports,Electronic Arts,0.11,0.03,0.0,0.0,0.14,78.0,22.0,8.5,6.0,EA Canada,E,North-America,0.7857142857142857,0.0007101552196408645
Harvest Moon: Hero of Leaf Valley,PSP,2009.0,Simulation,Rising Star Games,0.07,0.02,0.05,0.01,0.14,74.0,6.0,7.9,12.0,Marvelous Entertainment,E,North-America,0.5,0.0004831084578487871
Diner Dash: Flo on the Go,DS,2009.0,Puzzle,Zoo Games,0.13,0.0,0.0,0.01,0.14,,,tbd,,Zoo Games,E,North-America,0.9285714285714285,0.00017418784915332265
Hexyz Force,PSP,2009.0,Role-Playing,Atlus,0.07,0.0,0.06,0.01,0.14,68.0,13.0,7.3,21.0,Sting,T,North-America,0.5,0.0004831084578487871
Power Stone,DC,1998.0,Fighting,Eidos Interactive,0.0,0.0,0.14,0.0,0.14,,,,,,,Japan,1.0,0.008766437069505324
Jonny Moseley Mad Trix,PS2,2001.0,Sports,3DO,0.07,0.05,0.0,0.02,0.14,44.0,14.0,5.7,6.0,3DO,T,North-America,0.5,0.00011350185656608241
Uta no * Prince-Sama: Repeat,PSP,2011.0,Adventure,Broccoli,0.0,0.0,0.14,0.0,0.14,,,,,,,Japan,1.0,0.0004831084578487871
Senran Kagura Burst: Guren no Sh?jo-tachi,3DS,2012.0,Action,Marvelous Entertainment,0.0,0.0,0.14,0.0,0.14,,,,,,,Japan,1.0,0.0005428039702233251
MTV Music Generator 3: This Is the Remix,PS2,2004.0,Misc,Codemasters,0.07,0.05,0.0,0.02,0.14,79.0,28.0,8.6,8.0,Mix Max,T,North-America,0.5,0.00011350185656608241
Cake Mania 3,DS,2009.0,Simulation,Majesco Entertainment,0.13,0.0,0.0,0.01,0.14,,,tbd,,"Sandlot Games, Digital Embryo",E,North-America,0.9285714285714285,0.00017418784915332265
Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,PSP,2010.0,Role-Playing,Nippon Ichi Software,0.07,0.0,0.06,0.01,0.14,,,,,,,North-America,0.5,0.0004831084578487871
Gundam Breaker 2,PS3,2014.0,Action,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,,,,,,,Japan,1.0,0.00015035171562046933
.hack//Link,PSP,2010.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,,,,,,,Japan,1.0,0.0004831084578487871
Terminator 3: Rise of the Machines,XB,2003.0,Action,Atari,0.11,0.03,0.0,0.01,0.14,35.0,24.0,2,10.0,Black Ops Entertainment,T,North-America,0.7857142857142857,0.0005553572136935222
SSX On Tour,XB,2005.0,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.14,81.0,35.0,8.1,10.0,EA Canada,E,North-America,0.7857142857142857,0.0005553572136935222
NCAA College Basketball 2K3,XB,2002.0,Sports,Sega,0.11,0.03,0.0,0.01,0.14,84.0,12.0,8.4,5.0,Kush Games,E,North-America,0.7857142857142857,0.0005553572136935222
Victorious Boxers: Revolution,Wii,2007.0,Fighting,Ubisoft,0.07,0.0,0.06,0.01,0.14,59.0,26.0,5.4,8.0,Cavia Inc.,T,North-America,0.5,0.0001569964339381434
Farming Simulator 2013,PS3,2013.0,Simulation,Focus Home Interactive,0.0,0.09,0.02,0.02,0.14,40.0,17.0,2.9,9.0,Giants Software,E,Europe,0.6428571428571428,0.00015035171562046933
The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,2004.0,Role-Playing,Namco Bandai Games,0.03,0.0,0.11,0.0,0.14,63.0,25.0,6.9,11.0,Microvision,E10+,Japan,0.7857142857142857,0.0004831084578487871
Doom,GBA,2001.0,Shooter,Activision,0.1,0.04,0.0,0.0,0.14,81.0,24.0,8.5,15.0,David A. Palmer Productions,T,North-America,0.7142857142857143,0.00045808520384791576
Hidden Mysteries: Salem Secrets - Witch Trials of 1692,DS,2010.0,Puzzle,Astragon,0.09,0.04,0.0,0.01,0.14,,,,,,,North-America,0.6428571428571428,0.00017418784915332265
Mary-Kate and Ashley: Winners Circle,PS,2001.0,Action,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,,,,,,,North-America,0.5714285714285714,0.0001924636724818191
Jewel Quest Solitaire,DS,2009.0,Puzzle,GSP,0.0,0.13,0.0,0.02,0.14,,,,,,,Europe,0.9285714285714285,0.00017418784915332265
PaRappa The Rapper 2,PS2,2001.0,Misc,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,67.0,26.0,6.6,26.0,NanaOn-Sha,E,North-America,0.5,0.00011350185656608241
OutRun 2,XB,2004.0,Racing,Sega,0.11,0.03,0.0,0.01,0.14,,,,,,,North-America,0.7857142857142857,0.0005553572136935222
Okami,PS3,2012.0,Action,Capcom,0.0,0.0,0.14,0.0,0.14,,,,,,,Japan,1.0,0.00015035171562046933
Marvel vs. Capcom 2: New Age of Heroes,DC,2000.0,Fighting,Virgin Interactive,0.0,0.0,0.14,0.0,0.14,,,,,,,Japan,1.0,0.008766437069505324
Super Dodgeball Brawlers,DS,2008.0,Sports,Arc System Works,0.13,0.0,0.0,0.01,0.14,65.0,12.0,tbd,,Million,E,North-America,0.9285714285714285,0.00017418784915332265
NFL Head Coach 09,PS3,2008.0,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.14,64.0,12.0,7.1,12.0,EA Tiburon,E,North-America,0.9285714285714285,0.00015035171562046933
Hitman: Blood Money,XB,2006.0,Action,Eidos Interactive,0.11,0.03,0.0,0.01,0.14,81.0,27.0,9.1,32.0,Io Interactive,M,North-America,0.7857142857142857,0.0005553572136935222
Soukaigi,PS,1998.0,Role-Playing,SquareSoft,0.0,0.0,0.13,0.01,0.14,,,,,,,Japan,0.9285714285714285,0.0001924636724818191
PANGYA: Fantasy Golf,PSP,2009.0,Sports,Takara Tomy,0.09,0.0,0.04,0.01,0.14,77.0,16.0,7,13.0,Ntreev Soft,E10+,North-America,0.6428571428571428,0.0004831084578487871
Fast Food Panic,DS,2010.0,Simulation,Nobilis,0.13,0.0,0.0,0.01,0.14,,,tbd,,Dorasu,E,North-America,0.9285714285714285,0.00017418784915332265
Pipe Mania,PS2,2008.0,Puzzle,Empire Interactive,0.07,0.05,0.0,0.02,0.14,68.0,4.0,tbd,,Razorworks Studios,E,North-America,0.5,0.00011350185656608241
Xevious 3D/G+,PS,1997.0,Shooter,Sony Computer Entertainment,0.01,0.01,0.11,0.01,0.14,,,,,,,Japan,0.7857142857142857,0.0001924636724818191
Metal Gear Solid V: Ground Zeroes,X360,2014.0,Action,Konami Digital Entertainment,0.07,0.05,0.01,0.01,0.14,,,5.7,148.0,Kojima Productions,M,North-America,0.5,0.00014562248411154684
Gretzky NHL 06,PSP,2005.0,Sports,Sony Computer Entertainment,0.13,0.0,0.0,0.01,0.14,65.0,22.0,6.8,4.0,Page 44 Studios,E10+,North-America,0.9285714285714285,0.0004831084578487871
Shonen Jump's Shaman King: Master of Spirits,GBA,2004.0,Role-Playing,Konami Digital Entertainment,0.1,0.04,0.0,0.0,0.14,,,,,,,North-America,0.7142857142857143,0.00045808520384791576
Kid Adventures: Sky Captain,Wii,2010.0,Action,Unknown,0.09,0.04,0.0,0.01,0.14,,,tbd,,Torus Games,E,North-America,0.6428571428571428,0.0001569964339381434
NFL Blitz 20-03,XB,2002.0,Sports,Midway Games,0.11,0.03,0.0,0.01,0.14,72.0,12.0,7.8,4.0,Point of View,E,North-America,0.7857142857142857,0.0005553572136935222
PaRappa The Rapper,PSP,2006.0,Misc,Sony Computer Entertainment,0.11,0.0,0.02,0.02,0.14,67.0,43.0,5.2,16.0,Epics,E,North-America,0.7857142857142857,0.0004831084578487871
Pirates: The Legend of Black Kat,PS2,2002.0,Adventure,Electronic Arts,0.07,0.05,0.0,0.02,0.14,72.0,24.0,7.9,8.0,Westwood Studios,T,North-America,0.5,0.00011350185656608241
Fur Fighters: Viggo's Revenge,PS2,2001.0,Action,Acclaim Entertainment,0.07,0.05,0.0,0.02,0.14,64.0,15.0,7.3,37.0,Bizarre Creations,T,North-America,0.5,0.00011350185656608241
Thor: God of Thunder,PS3,2011.0,Action,Sega,0.07,0.05,0.0,0.02,0.14,39.0,35.0,4.4,19.0,Liquid Entertainment,T,North-America,0.5,0.00015035171562046933
Krull,2600,1982.0,Action,Atari,0.13,0.01,0.0,0.0,0.14,,,,,,,North-America,0.9285714285714285,0.0016171884024488855
The Walking Dead: Season One,PSV,2013.0,Adventure,Square Enix,0.1,0.0,0.01,0.03,0.14,,,,,,,North-America,0.7142857142857143,0.0026012634708286885
Yu-Gi-Oh! Monster Capture GB,GB,2000.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,,,,,,,Japan,1.0,0.0005502712050939392
Zapper: One Wicked Cricket!,GBA,2002.0,Platform,Infogrames,0.1,0.04,0.0,0.0,0.14,,,,,,,North-America,0.7142857142857143,0.00045808520384791576
Skylanders Imaginators,PS4,2016.0,Platform,Activision,0.04,0.08,0.0,0.02,0.14,80.0,47.0,5.5,17.0,Toys for Bob,E10+,Europe,0.5714285714285714,0.00044553352639786146
"NewU Fitness First Mind Body, Yoga & Pilates Workout",Wii,2010.0,Sports,Black Bean Games,0.12,0.01,0.0,0.01,0.14,,,,,,,North-America,0.857142857142857,0.0001569964339381434
The Da Vinci Code,PS2,2006.0,Action,Take-Two Interactive,0.07,0.05,0.0,0.02,0.14,54.0,43.0,8,24.0,Double Helix Games,T,North-America,0.5,0.00011350185656608241
Scooby-Doo! Night of 100 Frights,XB,2003.0,Platform,THQ,0.11,0.03,0.0,0.01,0.14,,,,,,,North-America,0.7857142857142857,0.0005553572136935222
Naruto Shippuden: Ninja Destiny 3,DS,2006.0,Fighting,D3Publisher,0.0,0.01,0.13,0.0,0.14,,,,,,,Japan,0.9285714285714285,0.00017418784915332265
Ford Racing Off Road,PSP,2008.0,Racing,Xplosiv,0.05,0.08,0.0,0.02,0.14,47.0,6.0,tbd,,Razorworks,E,Europe,0.5714285714285714,0.0004831084578487871
Chicken Shoot,DS,2007.0,Action,Zoo Digital Publishing,0.13,0.0,0.0,0.01,0.14,19.0,4.0,3.1,7.0,FrontLine Studios,E10+,North-America,0.9285714285714285,0.00017418784915332265
Dead to Rights,GC,2002.0,Shooter,Electronic Arts,0.11,0.03,0.0,0.0,0.14,77.0,16.0,8.7,7.0,Namco,M,North-America,0.7857142857142857,0.0007101552196408645
Scarface: The World is Yours,Wii,2007.0,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.14,71.0,23.0,8.4,29.0,Radical Entertainment,M,North-America,0.857142857142857,0.0001569964339381434
Top Spin 4,Wii,2011.0,Sports,Take-Two Interactive,0.04,0.08,0.0,0.02,0.14,54.0,8.0,7.4,7.0,2K Games,E,Europe,0.5714285714285714,0.0001569964339381434
Sphinx and the Cursed Mummy,GC,2003.0,Action,THQ,0.11,0.03,0.0,0.0,0.14,79.0,22.0,8.8,12.0,Eurocom Entertainment Software,T,North-America,0.7857142857142857,0.0007101552196408645
Disney's Planes,Wii,2013.0,Simulation,Disney Interactive Studios,0.07,0.06,0.0,0.01,0.14,,,tbd,,Behaviour Interactive,E,North-America,0.5,0.0001569964339381434
MX vs. ATV Reflex,DS,2009.0,Racing,THQ,0.13,0.0,0.0,0.01,0.14,,,tbd,,Rainbow Studios,E,North-America,0.9285714285714285,0.00017418784915332265
Hero's Saga Laevatein Tactics,DS,2008.0,Role-Playing,GungHo,0.13,0.0,0.0,0.01,0.14,62.0,10.0,tbd,,GungHo,T,North-America,0.9285714285714285,0.00017418784915332265
Cabela's Outdoor Adventures (2009),PS2,2009.0,Sports,Activision Value,0.07,0.05,0.0,0.02,0.14,,,6.6,5.0,Sand Grain Studios,T,North-America,0.5,0.00011350185656608241
Cranium Kabookii,Wii,2007.0,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14,64.0,9.0,5.4,13.0,Ubisoft Quebec,E,North-America,0.9285714285714285,0.0001569964339381434
T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,PS,1998.0,Adventure,Sunsoft,0.08,0.05,0.0,0.01,0.14,,,,,,,North-America,0.5714285714285714,0.0001924636724818191
Active Life Explorer,Wii,2010.0,Sports,Namco Bandai Games,0.13,0.0,0.0,0.01,0.14,,,tbd,,h.a.n.d. Inc.,E,North-America,0.9285714285714285,0.0001569964339381434
XCOM 2,PS4,2016.0,Strategy,Take-Two Interactive,0.04,0.08,0.0,0.02,0.14,88.0,28.0,8,116.0,Firaxis Games,T,Europe,0.5714285714285714,0.00044553352639786146
Naruto RPG 2: Chidori vs Rasengan,DS,2005.0,Role-Playing,Tomy Corporation,0.0,0.0,0.14,0.0,0.14,,,,,,,Japan,1.0,0.00017418784915332265
Pro Evolution Soccer 2015,XOne,2014.0,Sports,Konami Digital Entertainment,0.03,0.1,0.0,0.01,0.14,79.0,9.0,7.3,65.0,Konami,E,Europe,0.7142857142857143,0.000878073256397391
Project V6,PS,1998.0,Strategy,General Entertainment,0.0,0.0,0.13,0.01,0.14,,,,,,,Japan,0.9285714285714285,0.0001924636724818191
Destruction Derby Raw,PS,2000.0,Racing,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,69.0,9.0,7.3,14.0,Studio 33,E,North-America,0.5714285714285714,0.0001924636724818191
Risen 2: Dark Waters,X360,2012.0,Role-Playing,Deep Silver,0.05,0.08,0.0,0.01,0.14,60.0,18.0,6,58.0,Piranha Bytes,M,Europe,0.5714285714285714,0.00014562248411154684
World Tour Soccer 2003,PS2,2002.0,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,78.0,21.0,8.3,7.0,SCEE London Studio,E,North-America,0.5,0.00011350185656608241
Akiba's Trip,PSP,2011.0,Adventure,Acquire,0.0,0.0,0.14,0.0,0.14,,,,,,,Japan,1.0,0.0004831084578487871
